sku,product_id,product_name,collection,price,size,gender,category,subcategory,short_description,why_buy_this,best_for,impression,you_will_like_it_if,avoid_if,longevity_score,projection_score,gift_safety_score,fresh_score,floral_score,woody_score,musky_score,oud_score,amber_score,sweet_score,spicy_score,scent_family,key_ingredients,concentration,perfumer,live_url
Main_11890000,silk-rose-689,SILK ROSE,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,CAPTIVATING FRUITY BALLET,"Choose SILK ROSE if you want a woody, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Woody character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,8,8,86,76,94,40,22,22,40,40,Fresh,See long description,Eau de Parfum,Sophie Labb�,https://global.aljazeeraperfumes.com/en/product-details/SILK%20ROSE/689
Main_11900000,marbella-691,MARBELLA,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,BRIGHT AND FESTIVE COASTAL MEMORY,"Choose MARBELLA if you want a oud, floral fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Oud character with a floral touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,8,58,76,40,22,90,22,58,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/MARBELLA/691
Main_11920000,paris-musk-set-693,PARIS MUSK SET,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,REGAL AND OPULENT PARISIAN OPUS,"Choose PARIS MUSK SET if you want a fresh, spicy fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Special Occasions",Fresh character with a spicy touch,You enjoy fresh perfumes with Black pepper - Rose - Saffron - Musk - oud - Ambergris,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,7,8,82,40,22,58,40,40,22,76,Fresh,Black pepper - Rose - Saffron - Musk - oud - Ambergris,Eau de Parfum,"<span style=""color: rgb(13, 13, 13); white-space-collapse: preserve;"">Mathieu Nardin</span>",https://global.aljazeeraperfumes.com/en/product-details/PARIS%20MUSK%20SET/693
Main_11960000,patchouli-695,PATCHOULI,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,SILKEN AND INTIMATE PATCHOULI SECRET,"Choose PATCHOULI if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,22,84,76,40,40,22,76,40,Floral,See long description,Eau de Parfum,Olivier Cresp,https://global.aljazeeraperfumes.com/en/product-details/PATCHOULI/695
Main_11970000,tobacco-697,TOBACCO,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,VELVET TOBACCO WITH BOLD WARMTH,"Choose TOBACCO if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,84,58,22,40,22,40,40,Floral,See long description,Eau de Parfum,Julien Rasquinet,https://global.aljazeeraperfumes.com/en/product-details/TOBACCO/697
Main_10800000,damascus-699,DAMASCUS,ALJAZEERA COLLECTION,155,100 ML,Unisex,PERFUMES,FLOWERS,CELESTIAL AND HISTORIC DAMASCUS ESSENCE,"Choose DAMASCUS if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,76,96,58,58,22,22,40,22,Floral,See long description,Eau de Parfum,Dominique Ropion,https://global.aljazeeraperfumes.com/en/product-details/DAMASCUS/699
Main_30270000,gardenia-701,GARDENIA,ALJAZEERA COLLECTION,330,50 ML,Unisex,PERFUMES,FLOWERS,FRESH AND RADIANT MORNING ESSENCE,"Choose GARDENIA if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,40,96,22,22,22,22,22,22,Floral,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/GARDENIA/701
Main_30310000,taief-703,TAIEF,ALJAZEERA COLLECTION,330,50 ML,Unisex,PERFUMES,FLOWERS,FRESH SPIRIT OF TAIEF BLOSSOM,"Choose TAIEF if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,40,96,22,22,22,22,22,22,Floral,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/TAIEF/703
Main_30300000,kalakess-705,KALAKESS,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,PURE ESSENCE OF KALAKESS BLEND,"Choose KALAKESS if you want a woody, amber fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a amber touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,22,58,22,40,58,58,22,Wood,See long description,Eau de Parfum,Laura JB Vera,https://global.aljazeeraperfumes.com/en/product-details/KALAKESS/705
Main_30340000,taj-707,TAJ,LUXURY COLLECTION,330,50 ML,Unisex,PERFUMES,OUD,MAJESTIC SPICES AND REGAL WARMTH,"Choose TAJ if you want a woody, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a oud touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,22,58,22,40,40,40,40,Wood,See long description,Eau de Parfum,Laura JB Vera,https://global.aljazeeraperfumes.com/en/product-details/TAJ/707
Main_30350000,prince-709,PRINCE,ALJAZEERA COLLECTION,330,50 ML,Unisex,PERFUMES,FLOWERS,MAJESTIC SYMBOL OF PRINCE LUXURY,"Choose PRINCE if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,40,96,40,22,22,40,22,40,Floral,See long description,Eau de Parfum,Alexis Dadier,https://global.aljazeeraperfumes.com/en/product-details/PRINCE/709
Main_30370000,al-majd-711,AL MAJD,ALJAZEERA COLLECTION,330,50 ML,Unisex,PERFUMES,FLOWERS,PURE SECRET OF FRAGRANCE,"Choose AL MAJD if you want a musky, floral fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Musky character with a floral touch,You enjoy musky perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,58,22,86,40,22,22,22,Musky,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/AL%20MAJD/711
Main_30410000,al-sultan-713,AL SULTAN,LUXURY COLLECTION,530,50 ML,Unisex,PERFUMES,OUD,AL SULTAN,"Choose AL SULTAN if you want a oud, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Oud character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,40,58,40,58,40,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/AL%20SULTAN/713
Main_30420000,ghali-715,GHALI,LUXURY COLLECTION,400,50 ML,Unisex,PERFUMES,OUD,GHALI,"Choose GHALI if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,96,58,40,40,22,22,40,Floral,See long description,Eau de Parfum,Jean-Luis Sieuzac,https://global.aljazeeraperfumes.com/en/product-details/GHALI/715
Main_30430000,luxury-vip-alkanz-717,LUXURY VIP ALKANZ,LUXURY COLLECTION,400,50 ML,Unisex,PERFUMES,AMBER,WARMTH OF GOLDEN SWEETNESS,"Choose LUXURY VIP ALKANZ if you want a fresh, sweet fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer",Fresh character with a sweet touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,86,40,40,22,22,40,58,22,Fresh,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/LUXURY%20VIP%20ALKANZ/717
Main_30440000,ashhab-719,ASHHAB,LUXURY COLLECTION,400,50 ML,Unisex,PERFUMES,OUD,ASHHAB,"Choose ASHHAB if you want a woody, oud fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Woody character with a oud touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,22,58,22,40,40,22,40,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/ASHHAB/719
Main_11850000,le-jardin-723,LE JARDIN,ALJAZEERA COLLECTION,155,Perfume,Unisex,PERFUMES,FLOWERS,LE JARDIN,"Choose LE JARDIN if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a woody touch,You enjoy flowers perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,58,84,58,22,22,22,22,40,FLOWERS,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/LE%20JARDIN/723
Main_11840000,la-foret-725,LA FORET,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,OUD,DESERTED FOREST OF GOLDEN COMFORT,"Choose LA FORET if you want a woody, oud fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a oud touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,22,76,22,58,40,58,22,Ambre,See long description,Eau de Parfum,Fanny Bal,https://global.aljazeeraperfumes.com/en/product-details/LA%20FORET/725
Main_11880000,silk-727,SILK,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,MUSK,CHERRY SWEETNESS OF CULTURAL BLEND,"Choose SILK if you want a fresh, floral fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer",Fresh character with a floral touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,96,58,40,40,22,40,58,22,Fresh,See long description,Eau de Parfum,Loc Dong,https://global.aljazeeraperfumes.com/en/product-details/SILK/727
12030000,oryx-amber-730,ORYX AMBER,ORYX PERFUMES,215,60 ML,Unisex,PERFUMES,AMBER,WORLD OF MYSTERY AND ELEGANCE,"Choose ORYX AMBER if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy ambre perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,22,76,76,22,22,58,22,58,Ambre,See long description,Eau de Parfum,Paul Guerlain,https://global.aljazeeraperfumes.com/en/product-details/ORYX%20AMBER/730
11770000_variant,london-732,LONDON,ALJAZEERA COLLECTION,155,70 ML,Unisex,PERFUMES,FLOWERS,MODERN FRESHNESS WITH BRITISH CHARM,"Choose LONDON if you want a floral, woody fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,58,76,76,22,22,22,40,40,Wood,See long description,Eau de Parfum,"<span style=""color: rgb(33, 37, 41);"">Fanny Bal</span>",https://global.aljazeeraperfumes.com/en/product-details/LONDON/732
12000000,smoky-oud-734,SMOKY OUD,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,CROWNED WITH AMBER RICHNESS,"Choose SMOKY OUD if you want a woody, oud fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a oud touch,You enjoy leather perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,22,22,76,22,40,40,40,40,Leather,See long description,Eau de Parfum,Jean-christophe Herault,https://global.aljazeeraperfumes.com/en/product-details/SMOKY%20OUD/734
12010000,soft-oud-736,SOFT OUD,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,LUXURY THAT SPEAKS TO THE SOUL,"Choose SOFT OUD if you want a sweet, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Sweet character with a woody touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,40,58,22,40,40,76,40,Wood,See long description,Eau de Parfum,Paul Guerlain,https://global.aljazeeraperfumes.com/en/product-details/SOFT%20OUD/736
11360000,opera-738,OPERA,ALJAZEERA COLLECTION,155,60 ML,Unisex,PERFUMES,FLOWERS,OUD SYMPHONY MOOD,"Choose OPERA if you want a floral, oud fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a oud touch,You enjoy flowers perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,22,94,40,22,40,22,22,22,FLOWERS,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/OPERA/738
11720000,mosaic-740,MOSAIC,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,FRESH,MOSAIC,"Choose MOSAIC if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,86,94,58,40,22,22,58,22,FRESH,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/MOSAIC/740
11710000,mosaic-orient-742,MOSAIC ORIENT,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,OUD,MOSAIC ORIENT,"Choose MOSAIC ORIENT if you want a oud, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Oud character with a floral touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,7,58,58,58,40,90,40,58,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/MOSAIC%20ORIENT/742
11086000,cordoba-744,CORDOBA,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,MUSK,ANDALUSIAN WARMTH WITH SPICED ELEGANCE,"Choose CORDOBA if you want a musky, woody fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Musky character with a woody touch,You enjoy musk perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,40,58,84,22,40,58,40,MUSK,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/CORDOBA/744
11730000,star-746,STAR,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,MUSK,RADIANT NOTES WITH LASTING SHINE,"Choose STAR if you want a floral, musky fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a musky touch,You enjoy musk perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,40,94,40,84,22,22,22,22,MUSK,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/STAR/746
11910000,malaga-748,MALAGA,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,AMBER,ANDALUSIAN SUMMER MORNING,"Choose MALAGA if you want a woody, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Evening, Winter, Luxury Gift",Woody character with a fresh touch,You enjoy amber perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,7,8,76,22,76,40,40,68,22,22,AMBER,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/MALAGA/748
11860000,magic-hairmist-750,MAGIC HAIRMIST,ALJAZEERA PERFUMES,110,100 ML,Unisex,PERFUMES,FRESH,FLORAL GLOW HAIR ESSENCE,"Choose MAGIC HAIRMIST if you want a floral, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",7,6,8,82,94,22,22,22,22,40,22,Fresh,See long description,Hair Mist,,https://global.aljazeeraperfumes.com/en/product-details/MAGIC%20HAIRMIST/750
11780000,new-york-752,NEW YORK,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,FRESH,URBAN ENERGY WITH A MAGNETIC TRAIL,"Choose NEW YORK if you want a fresh, woody fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Evening, Winter, Luxury Gift",Fresh character with a woody touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,7,8,86,22,76,40,40,40,22,40,Fresh,See long description,Eau de Parfum,Nicolas Beaulieu,https://global.aljazeeraperfumes.com/en/product-details/NEW%20YORK/752
11830000,17-th-century-754,17 TH CENTURY,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,FRESH,17 TH CENTURY,"Choose 17 TH CENTURY if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,58,96,22,40,22,22,40,22,Floral,See long description,,"<span style=""font-size: medium; white-space-collapse: preserve-breaks;"">Juliette Karagueuzoglou</span>",https://global.aljazeeraperfumes.com/en/product-details/17%20TH%20CENTURY/754
11820000_variant,16th-century-756,16TH CENTURY,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,OUD,16TH CENTURY,"Choose 16TH CENTURY if you want a floral, oud fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions, Winter, Luxury Gift",Floral character with a oud touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,8,22,94,40,40,90,22,40,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/16TH%20CENTURY/756
11660000,velvet-758,VELVET,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,FRESH,MIDNIGHT VELVET AURA,"Choose VELVET if you want a woody, fresh fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Evening, Winter, Luxury Gift",Woody character with a fresh touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,8,8,86,58,94,40,22,40,40,58,FRESH,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/VELVET/758
11670000,velvet-rose-760,VELVET ROSE,ALJAZEERA PERFUMES,155,60 ML,Unisex,PERFUMES,FRESH,SECRET GARDEN REVERIE,"Choose VELVET ROSE if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy floral perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,58,96,40,22,22,22,40,40,Floral,See long description,Eau de Parfum,Jean-Louis Sieuzac,https://global.aljazeeraperfumes.com/en/product-details/VELVET%20ROSE/760
11083000,26-elysees-762,26 ELYSEES,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,OUD,26 ELYSEES,"Choose 26 ELYSEES if you want a oud, floral fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Oud character with a floral touch,You enjoy oud perfumes with a distinctive fragrance character,"You prefer very fresh, light, citrus-only fragrances.",9,8,7,40,58,22,58,90,40,40,22,OUD,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/26%20ELYSEES/762
11160000,shadow-764,SHADOW,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,MUSK,SOFT SHADOW ESSENCE,"Choose SHADOW if you want a musky, floral fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Musky character with a floral touch,You enjoy musk perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,22,76,22,84,40,40,22,22,MUSK,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/SHADOW/764
10290000,sapphire-766,SAPPHIRE,ALJAZEERA PERFUMES,155,100 ML,Unisex,PERFUMES,AMBER,JEWEL OF THE EAST,"Choose SAPPHIRE if you want a floral, musky fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a musky touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,76,40,58,40,40,22,22,Wood,See long description,Eau de Parfum,,https://global.aljazeeraperfumes.com/en/product-details/SAPPHIRE/766
10870000,amber-768,AMBER,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,AMBER,DESERT AMBER MOOD,"Choose AMBER if you want a amber, musky fragrance that feels refined and memorable. It is best for daily wear, gift, all seasons and helps customers understand the scent quickly before buying online.","Daily Wear, Gift, All Seasons",Amber character with a musky touch,You enjoy amber perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",8,7,8,22,40,22,58,22,68,22,22,AMBER,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/AMBER/768
11460000,damascus-musk-770,DAMASCUS MUSK,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,MUSK,DAMASCUS MUSK,"Choose DAMASCUS MUSK if you want a musky, woody fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Musky character with a woody touch,You enjoy musk perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,58,40,76,84,22,22,40,22,MUSK,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/DAMASCUS%20MUSK/770
11450000,damascus-rose-772,DAMASCUS ROSE,ALJAZEERA COLLECTION,155,Perfume,Unisex,PERFUMES,FLOWERS,DAMASCUS ROSE,"Choose DAMASCUS ROSE if you want a floral, fresh fragrance that feels refined and memorable. It is best for gift, evening, elegant occasions and helps customers understand the scent quickly before buying online.","Gift, Evening, Elegant Occasions",Floral character with a fresh touch,You enjoy flowers perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",7,6,8,58,94,40,40,22,22,40,22,FLOWERS,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/DAMASCUS%20ROSE/772
11810000,fine-art-774,FINE ART,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,FRESH,CREATIVE NOTES WITH ELEGANT DEPTH,"Choose FINE ART if you want a fresh, floral fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Gift, Evening, Elegant Occasions",Fresh character with a floral touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",8,7,8,86,76,58,22,22,40,40,40,FRESH,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/FINE%20ART/774
11800000,art-deco-776,ART DECO,ALJAZEERA PERFUMES,155,Perfume,Unisex,PERFUMES,FRESH,CLASSIC GLAMOUR WITH MODERN WARMTH,"Choose ART DECO if you want a fresh, woody fragrance that feels refined and memorable. It is best for daily wear, office, summer and helps customers understand the scent quickly before buying online.","Daily Wear, Office, Summer, Evening, Winter, Luxury Gift",Fresh character with a woody touch,You enjoy fresh perfumes with a distinctive fragrance character,"You prefer very heavy oud, smoky, or extremely sweet perfumes.",9,7,8,86,58,76,22,22,40,40,40,FRESH,See long description,,,https://global.aljazeeraperfumes.com/en/product-details/ART%20DECO/776
12070000,istanbul-778,ISTANBUL,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,OUD,THE CITY OF ETERNAL STORIES,"Choose ISTANBUL if you want a woody, oud fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a oud touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,8,8,22,22,94,22,40,40,40,40,Wood,See long description,Eau de Parfum,Sophie Labbe,https://global.aljazeeraperfumes.com/en/product-details/ISTANBUL/778
12060000,marrakech-780,MARRAKECH,ALJAZEERA PERFUMES,155,70 ML,Unisex,PERFUMES,OUD,FLORAL ROMANCE OF MARRAKECH NIGHTS,"Choose MARRAKECH if you want a woody, sweet fragrance that feels refined and memorable. It is best for evening, winter, luxury gift and helps customers understand the scent quickly before buying online.","Evening, Winter, Luxury Gift",Woody character with a sweet touch,You enjoy wood perfumes with a distinctive fragrance character,"You prefer very light, simple fragrances with almost no projection.",9,7,8,40,40,76,22,40,40,58,40,Wood,See long description,Eau de Parfum,Julien Rasquinet,https://global.aljazeeraperfumes.com/en/product-details/MARRAKECH/780
